ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,CrossValidated,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,CILevel,CIPlusMinus,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,LevelInSampleRMSE,LevelInSampleMAPE,LevelInSampleMAE,LevelInSampleR2,best_model,Series,FcstMAPE,ObjectEstimator,Used Anomalies
auto_arima,arima,,"{'order': (2, 0, 4), 'seasonal_order': (1, 0, 2, 12), 'trend': None}",,248,False,False,True,1,4,23317.251930511706,0.4369034621889093,20086.350253941207,0.8114892505793263,-41466.18422887052,-41553.0,0.95,81143.0448294717,35374.465397886626,1.3099010407623486,20595.4818922891,0.5390027744377306,,,,,,38158.81647371257,0.07154509629454972,36292.38523071396,0.38365656137240134,210352.82686406863,0.34877886841124095,155733.99160589147,-3.477084218266314,False,Hou-Dom,0.08002853382478303,Forecaster,False
mlr_tune_uv,mlr,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']",{},,248,True,False,True,1,4,38412.042787433114,0.5922658162075192,31833.544656426897,0.4884168899697142,-5822.128519045379,-41553.0,0.95,75934.15054209388,34791.33255147248,1.3197562377925176,21124.699792389794,0.5700143727022733,36,rmse,72111.63217973536,,,42309.4786005577,0.07221940991425221,33963.51773870214,0.24228073171846587,64455.98456457313,0.1799423550791142,44389.541767693954,0.5890292064740268,False,Hou-Dom,0.07988650077546153,Forecaster,True
mlr_cv_uv,mlr,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']",{},,248,True,True,True,1,4,38412.042787433114,0.5922658162075192,31833.544656426897,0.4884168899697142,-5822.128519045379,-41553.0,0.95,54940.19413762269,34791.33255147248,1.3197562377925176,21124.699792389794,0.5700143727022733,,rmse,56394.45137666187,,,42309.4786005577,0.07221940991425221,33963.51773870214,0.24228073171846587,64455.98456457313,0.1799423550791142,44389.541767693954,0.5890292064740268,False,Hou-Dom,0.07988650077546153,Forecaster,True
elasticnet_cv_uv,elasticnet,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']","{'alpha': 0.1, 'l1_ratio': 0.5}",minmax,248,True,True,True,1,4,44069.83838225706,0.7509600580076873,39522.193351799106,0.32661365496288053,-11975.58864971,-41553.0,0.95,80003.25987223636,42084.89383970459,1.0526914638555716,28280.665138913828,0.3708353914775776,,rmse,51945.72917049044,,,39477.91356040707,0.07238640738929872,36299.53763077808,0.34030777123803535,85003.48320123104,0.23652992381299143,57425.47197278624,0.2852438347110886,False,Hou-Dom,0.06942338383191203,Forecaster,True
weighted,combo,,"{'how': 'weighted', 'determine_best_by': 'LevelTestSetMAPE'}",,248,False,False,,1,4,43243.05450816314,0.6222128385846184,34940.500635098324,0.35164313138575953,-24761.941611686987,-41553.0,0.95,69671.01555186065,29745.58125035132,0.8900026134672739,17648.826721172507,0.6984569522090742,,,,"['prophet_cv_uv', 'arima_tune_uv', 'arima_cv_uv', 'hwes_tune_uv', 'hwes_cv_uv', 'auto_arima_anom', 'prophet_tune_uv', 'sgd_cv_uv', 'sgd_tune_uv', 'stacking_mv', 'auto_arima', 'mlr_tune_uv', 'mlr_cv_uv', 'elasticnet_cv_uv', 'elasticnet_tune_uv', 'mlp_cv_uv', 'mlp_tune_uv', 'mlp_tune_mv', 'avg', 'lightgbm_cv_uv', 'sgd_cv_mv', 'lightgbm_tune_mv', 'sgd_tune_mv', 'mlp_cv_mv', 'lightgbm_tune_uv', 'lightgbm_cv_mv', 'lstm', 'theta_cv_uv', 'theta_tune_uv', 'elasticnet_cv_mv', 'elasticnet_tune_mv', 'silverkite_tune_uv', 'silverkite_cv_uv', 'knn_cv_mv', 'knn_cv_uv', 'knn_tune_mv', 'xgboost_tune_uv', 'stacking_uv', 'xgboost_tune_mv', 'xgboost_cv_mv', 'xgboost_cv_uv', 'knn_tune_uv', 'mlr_cv_mv', 'mlr_tune_mv']","(0.03311308204098456, 0.03205199352116188, 0.03205199352116188, 0.030504317288175094, 0.030504317288175094, 0.030364262742711836, 0.029559560639878968, 0.028275545288925147, 0.02793865226641944, 0.027028675867370566, 0.02550511467887388, 0.025394974850635, 0.025394974850635, 0.02536769811666355, 0.025243949135965848, 0.02481572451419798, 0.024249970959744644, 0.024124078311215165, 0.023823255986038277, 0.023427259023059647, 0.02312329730335849, 0.023055109405922206, 0.02303305312036916, 0.022962349395022653, 0.022932326225399802, 0.02284421077814586, 0.022777706736613203, 0.022534156752045228, 0.022521347560330324, 0.02237447913638764, 0.022024683747001828, 0.021636880540228096, 0.021636880540228096, 0.020824165300004048, 0.020172972247994605, 0.019722022620210698, 0.018457215377963, 0.01696891906440133, 0.016038149364822934, 0.015949245840096153, 0.01465807614120998, 0.00899279153303344, 0.0030102801916735023, 0.0030102801855440508)",38167.498405469465,0.07271184001749562,35770.98053614693,0.38337606732642093,66754.88786927001,0.18216363953794168,45186.689136227425,0.5642519931548775,False,Hou-Dom,0.06128475026860889,Forecaster,False
elasticnet_tune_uv,elasticnet,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']","{'alpha': 1.3, 'l1_ratio': 0.5}",scale,248,True,False,True,1,4,40208.63253133714,0.6151376857006337,33647.32076836862,0.4394427209340117,-12084.875340881916,-41553.0,0.95,64983.20793163289,36613.61983006638,1.1445687647156728,23257.56698087226,0.5237914939084369,36,rmse,71142.70144201232,,,40016.7498928551,0.07314404088521974,35175.58942587796,0.3221765176937581,71828.9359447353,0.19528103286510448,41625.15124567375,0.48963212312335813,False,Hou-Dom,0.058379110191434894,Forecaster,True
mlp_cv_uv,mlp,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs'}",minmax,248,True,True,True,1,4,34465.489992215786,0.4164399724555795,25424.642191433544,0.5881393465146938,-21748.92828863452,-41553.0,0.95,93461.24410611519,43026.708595510114,2.0610760484170245,29025.28113287383,0.34236023819315287,,rmse,53782.77075771387,,,42609.8312463143,0.07576577817469277,35614.37561564871,0.23148453218896803,85901.2594928111,0.1905135638317197,58754.28736435097,0.27006610855314295,False,Hou-Dom,0.07358393710962859,Forecaster,True
mlp_tune_uv,mlp,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs'}",scale,248,True,False,True,1,4,41855.32156149197,0.5460031292747085,31653.675755306976,0.39258885603190663,-27930.16614460297,-41553.0,0.95,60299.75577094614,39339.640680041615,1.9753872896593367,24491.45674608377,0.4502406926857834,36,rmse,69765.65402530301,,,39702.64438783922,0.07922951452931615,39401.55107985824,0.3327757039177389,142118.84737988812,0.34697420403055135,121468.37126127223,-0.9979647368862037,False,Hou-Dom,0.09289075815906955,Forecaster,True
mlp_tune_mv,mlp,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs'}",minmax,249,True,False,True,1,4,63331.413090558526,0.8345958645180045,47543.37184229455,-0.39065610479736446,-49967.48143968159,-41553.0,0.95,50708.359128076176,37136.842252083254,1.2467822433970552,22398.648345400095,0.5100838471119411,36,mae,63954.183754209414,,,45062.83317100958,0.08000027229134687,40484.18902438597,0.14045232378744854,122599.55811887955,0.3099364259169068,71642.94362007278,-0.4868332869290315,False,Hou-Dom,0.07812102751941355,MVForecaster,True
avg,combo,,{'how': 'simple'},,248,False,False,,1,4,46517.351883418654,0.6281402313920439,36224.851828887775,0.2497407531125554,-24654.46440461328,-41553.0,0.95,39314.20845837971,28365.85624282748,0.8511182981744579,16859.19810402864,0.7257818505648413,,,,"['knn_cv_mv', 'mlr_cv_mv', 'elasticnet_cv_mv', 'sgd_cv_mv', 'xgboost_cv_mv', 'lightgbm_cv_mv', 'mlp_cv_mv', 'knn_tune_mv', 'mlr_tune_mv', 'elasticnet_tune_mv', 'sgd_tune_mv', 'xgboost_tune_mv', 'lightgbm_tune_mv', 'mlp_tune_mv', 'stacking_mv', 'auto_arima', 'auto_arima_anom', 'knn_cv_uv', 'mlr_cv_uv', 'elasticnet_cv_uv', 'sgd_cv_uv', 'xgboost_cv_uv', 'lightgbm_cv_uv', 'mlp_cv_uv', 'hwes_cv_uv', 'arima_cv_uv', 'prophet_cv_uv', 'silverkite_cv_uv', 'theta_cv_uv', 'knn_tune_uv', 'mlr_tune_uv', 'elasticnet_tune_uv', 'sgd_tune_uv', 'xgboost_tune_uv', 'lightgbm_tune_uv', 'mlp_tune_uv', 'hwes_tune_uv', 'arima_tune_uv', 'prophet_tune_uv', 'silverkite_tune_uv', 'theta_tune_uv', 'stacking_uv', 'lstm']",,43227.17343467523,0.08184200923810692,39746.54863293379,0.20905431411641162,62031.16445677738,0.16887708966650683,39571.67323324603,0.6237390605191138,False,Hou-Dom,0.0626032916174642,Forecaster,False
lightgbm_cv_uv,lightgbm,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']","{'n_estimators': 250, 'boosting_type': 'dart', 'max_depth': 2, 'learning_rate': 0.01}",minmax,248,True,True,True,1,4,47824.79608556666,0.8018277756259694,42584.28499978835,0.2069736027680723,-6691.701595593334,-41553.0,0.95,81387.46604059753,40198.48122631161,0.9967911757018252,25732.02065459201,0.4259746093685246,,rmse,54169.57279686211,,,44647.13859040496,0.08426643780102575,41786.88080172324,0.15623745030590408,124035.13278588558,0.31113403960011415,108429.13238179538,-0.5218571797110843,False,Hou-Dom,0.06304215828802627,Forecaster,True
sgd_cv_mv,sgd,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'penalty': 'l1', 'l1_ratio': 0, 'learning_rate': 'adaptive'}",minmax,249,True,True,True,1,4,66165.56912903891,0.8631228423779097,49840.35877707669,-0.5179081569868234,-58696.250918362304,-41553.0,0.95,54167.01171868706,35015.4998405837,1.5051975866574396,21406.67877943768,0.5644555607280761,,mae,89822.74097423021,,,47520.24441058156,0.086127395192553,42949.95411436421,0.044148742444461986,94319.36253664474,0.2451229037696973,48895.012234667105,0.11999289318712192,False,Hou-Dom,0.05421008032321652,MVForecaster,True
lightgbm_tune_mv,lightgbm,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'n_estimators': 200, 'boosting_type': 'goss', 'max_depth': 1, 'learning_rate': 0.01}",minmax,249,True,False,True,1,4,57671.912541119826,0.759348694229858,43681.53932923376,-0.15321450877932485,-35284.459167635,-41553.0,0.95,44645.32930078967,35870.2143342958,1.3630939618424531,21965.71012095089,0.5429331160248317,36,mae,58739.86299293727,,,45937.54747369703,0.0865448647734973,43297.48264286587,0.10675911126801285,92518.20076171341,0.23332493768680668,71393.260170784,0.1532819416898793,False,Hou-Dom,0.07369241777991148,MVForecaster,True
sgd_tune_mv,sgd,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'penalty': 'l2', 'l1_ratio': 0.15, 'learning_rate': 'invscaling'}",minmax,249,True,False,True,1,4,64541.086166738416,0.870002493128382,49934.894495567976,-0.44428842160128235,-57837.808098611145,-41553.0,0.95,70243.66332242933,37242.552521166166,1.5103520383990834,22178.187963918957,0.5072907783257299,36,mae,60880.30506262083,,,46875.302730003554,0.08667990088156358,43679.83594337817,0.0699181798699382,109853.06975077913,0.2818843265797718,56440.11753385455,-0.19373756469326242,False,Hou-Dom,0.04973858139886127,MVForecaster,True
mlp_cv_mv,mlp,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'activation': 'relu', 'hidden_layer_sizes': (25,), 'solver': 'adam'}",minmax,249,True,True,True,1,4,55213.65624498583,0.999986359870894,51274.30248852045,-0.056998580202140214,-2.061088875009625,-41553.0,0.95,88262.530208532,53059.78394342224,1.0000232271221559,39293.65628060386,-9.848035872095373e-05,,mae,60231.80435009065,,,50560.456585207605,0.08711277321963777,44438.19032903292,-0.08206900913664694,176586.12959721783,0.3773277905057472,153641.20354159604,-2.0845913852252065,False,Hou-Dom,0.11273162286686815,MVForecaster,True
lightgbm_tune_uv,lightgbm,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']","{'n_estimators': 150, 'boosting_type': 'gbdt', 'max_depth': 2, 'learning_rate': 0.01}",minmax,248,True,False,True,1,4,46686.92564673322,0.7467671886176199,40465.768884123,0.24426081198565996,-7017.034241646496,-41553.0,0.95,55271.88599878173,36204.4446944013,1.1255307413733437,21454.159335474484,0.5343757461027239,36,rmse,71008.91629849061,,,45756.22323119937,0.08729658531111312,42622.5115842963,0.1137967778673229,106371.96407880662,0.29156632291754886,89346.94932968008,-0.11928020251537097,False,Hou-Dom,0.06085634711131818,Forecaster,True
lightgbm_cv_mv,lightgbm,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'n_estimators': 150, 'boosting_type': 'gbdt', 'max_depth': 3, 'learning_rate': 0.001}",minmax,249,True,True,True,1,4,55109.7228306783,0.9475386553264794,49674.56196810765,-0.053022966857940945,-7292.715678236925,-41553.0,0.95,77444.822381704,48712.49566160358,0.9452756412163937,34991.04207910577,0.1570679378747888,,mae,61223.79045488072,,,49095.6300681582,0.08783605815340448,44543.83132872905,-0.020278324562164496,96662.30734901817,0.25349749426639023,75636.79846539507,0.07573016170276081,False,Hou-Dom,0.09928185340715412,MVForecaster,True
lstm,rnn,,"{'lags': 48, 'layers_struct': [('LSTM', {'units': 100, 'dropout': 0, 'return_sequences': False}), ('LSTM', {'units': 100, 'dropout': 0, 'return_sequences': False}), ('Dense', {'units': 10}), ('Dense', {'units': 10})], 'epochs': 8, 'random_seed': 42, 'validation_split': 0.2}",minmax,248,False,False,,1,4,55553.284762437186,1.0190711509794508,51894.44736396894,-0.07004212702056223,5481.300142720342,-41553.0,0.95,,56384.6544457246,1.6564975492102787,42815.64795182009,-0.08349334190734914,,,,,,50790.79295315588,0.08824321859379912,44665.46406558342,-0.09195054852906259,1259378.775221515,3.019837363545219,1074180.0966324126,-154.08936121611174,False,Hou-Dom,0.10507314926193637,Forecaster,False
theta_cv_uv,theta,,"{'theta': 1, 'model_mode': <ModelMode.ADDITIVE: 'additive'>, 'season_mode': <SeasonalityMode.ADDITIVE: 'additive'>, 'trend_mode': <TrendMode.EXPONENTIAL: 'exponential'>}",,248,True,True,True,1,4,59760.907906624634,1.1029600867266751,56018.74650935375,-0.23827117527607,2878.8667497531997,-41553.0,0.95,109566.42030795751,55145.8196219877,1.6151109558988839,41087.388579889266,-0.11816648451395095,,rmse,53559.12215842469,,,54824.899035052,0.0897343147240412,46258.64899465116,-0.2722974759836241,91623.0094659448,0.24245904373598298,65287.426048903835,0.1579796488899985,False,Hou-Dom,0.11284580344672177,Forecaster,False
theta_tune_uv,theta,,"{'theta': 0.5, 'model_mode': <ModelMode.ADDITIVE: 'additive'>, 'season_mode': <SeasonalityMode.ADDITIVE: 'additive'>, 'trend_mode': <TrendMode.LINEAR: 'linear'>}",,248,True,False,True,1,4,59767.5287517955,1.1028358742070847,56018.96671606229,-0.2385455638743761,2910.6061079063575,-41553.0,0.95,131019.07861526479,56179.49509968913,1.627717191820342,41097.534981781806,-0.16047808213020076,36,rmse,79081.61437950766,,,54823.76520966824,0.08981273696755518,46290.16814609578,-0.272244852147278,107904.2537975581,0.3138095646752578,87046.6472867104,-0.16785954497349964,False,Hou-Dom,0.11261879699949548,Forecaster,False
elasticnet_cv_mv,elasticnet,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'alpha': 1.5, 'l1_ratio': 0}",minmax,249,True,True,True,1,4,55279.08752039477,0.9448954428695866,49708.12533442892,-0.05950526965561176,-5702.018683738245,-41553.0,0.95,126108.39483861053,50076.93559918817,0.9893982251268476,36186.654221822595,0.10918544850253942,,mae,64146.570127857674,,,49729.205057206826,0.09071191558579306,45734.10387632559,-0.0467814509546427,106241.22222653645,0.28326312262589015,86814.58697109416,-0.11653047730640975,False,Hou-Dom,0.10520854115372053,MVForecaster,True
elasticnet_tune_mv,elasticnet,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'alpha': 0.8, 'l1_ratio': 0.5}",minmax,249,True,False,True,1,4,55936.81203330462,0.8546082878017779,46980.83530627623,-0.08486778348088286,-17820.80958492842,-41553.0,0.95,77298.64019294875,45282.834790197005,1.024879381625163,30840.650620329325,0.271584755487176,36,mae,63193.52944342444,,,48819.92048029918,0.09285348234636956,46339.32192333386,-0.008851211518157154,97658.68761291243,0.26677780394955014,74924.97016652451,0.056577492503489646,False,Hou-Dom,0.0917161340341961,MVForecaster,True
silverkite_tune_uv,silverkite,,{'changepoints': 4},,248,True,False,True,1,4,50770.27854081904,0.6271852464038921,37568.54075803741,0.10628204723279322,-23335.880673062984,-41553.0,0.95,91494.56684831309,46142.30656537136,1.5857810339232474,31136.26888616185,0.21563692267292145,36,rmse,81598.65554385014,,,52163.01218318991,0.09522774593723579,45440.35805562812,-0.15175023242311592,83308.6532754936,0.21026190778776088,64355.825244157255,0.2977709582983673,False,Hou-Dom,0.0779091809028169,Forecaster,False
silverkite_cv_uv,silverkite,,{'changepoints': 1},,248,True,True,True,1,4,50770.27854081904,0.6271852464038921,37568.54075803741,0.10628204723279322,-23335.880673062984,-41553.0,0.95,98537.18746839094,46142.30656537136,1.5857810339232474,31136.26888616185,0.21563692267292145,,rmse,51097.21415394254,,,52163.01218318991,0.09522774593723579,45440.35805562812,-0.15175023242311592,83308.6532754936,0.21026190778776088,64355.825244157255,0.2977709582983673,False,Hou-Dom,0.0779091809028169,Forecaster,False
knn_cv_mv,knn,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']",{'n_neighbors': 49},minmax,249,True,True,True,1,4,55721.442133319826,0.6812138085916999,41016.30612244898,-0.07652987297461711,-31596.51020408163,-41553.0,0.95,83521.82285050032,40264.18698471864,1.2164425481644436,24533.297554871006,0.42409654844945144,,mae,68297.90344697265,,,51506.92222205108,0.10020346602129351,48869.112244897944,-0.12295973284553052,253753.20092619606,0.512166741181957,222355.0186753947,-5.369532006585185,False,Hou-Dom,0.07963544867760466,MVForecaster,True
knn_cv_uv,knn,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']",{'n_neighbors': 13},minmax,248,True,True,True,1,4,50444.40891353663,0.7142060366964813,40799.38461538461,0.1177179067615517,-8573.76923076923,-41553.0,0.95,118191.44509775339,35794.51654806122,1.0169503522311034,18730.11647314949,0.544860199228267,,rmse,51413.71394555492,,,54731.32871390878,0.1041902921408443,50040.769230769205,-0.26795829090231993,93646.14857878137,0.24601480299459577,53835.92343976781,0.13251033978727766,False,Hou-Dom,0.10605952471263427,Forecaster,True
knn_tune_mv,knn,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']",{'n_neighbors': 13},minmax,249,True,False,True,1,4,53709.68414033118,0.47663879185089514,32979.057692307695,-0.00019939280259206882,-34895.230769230766,-41553.0,0.95,41524.89628607361,34730.87979901256,1.022722132729255,18378.45174165457,0.571507344060751,36,mae,55982.64807692308,,,63955.13470119451,0.10695115967329537,49879.07692307694,-0.731345810768913,74871.14377932738,0.21499426806933272,47069.5972423802,0.4454848690473946,False,Hou-Dom,0.05204974105455047,MVForecaster,True
xgboost_tune_uv,xgboost,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']","{'n_estimators': 150, 'scale_pos_weight': 10, 'learning_rate': 0.1, 'gamma': 3, 'subsample': 0.8}",minmax,248,True,False,True,1,4,52950.4824867764,0.7788984483203081,42310.69982910156,0.027876966590558938,25025.27734375,-41553.0,0.95,1310.3867535678164,829.3720895982608,0.04561348956416805,624.9288045055462,0.9997556509553799,36,rmse,77578.9986938776,,,70015.8950624916,0.11469474129479738,53036.393798828125,-1.0750390527281874,2170.4037560532965,0.004728760722673463,1653.615301887944,0.9995340218741201,False,Hou-Dom,0.24585798473974427,Forecaster,True
stacking_uv,stacking,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']","{'estimators': [('knn_cv_uv', KNeighborsRegressor(n_neighbors=13)), ('sgd_cv_uv', SGDRegressor(l1_ratio=1, learning_rate='constant')), ('elasticnet_cv_uv', ElasticNet(alpha=0.1)), ('xgboost_cv_uv', XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, gamma=0, gpu_id=None,
             grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.2, max_bin=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, n_estimators=150, n_jobs=None,
             num_parallel_tree=None, predictor=None, random_state=None,
             reg_alpha=None, reg_lambda=None, ...))], 'final_estimator': BaggingRegressor(base_estimator=MLPRegressor(hidden_layer_sizes=(100, 100, 100),
                                             solver='lbfgs'),
                 max_features=0.5, max_samples=0.9)}",minmax,248,False,False,True,1,4,56983.17809331106,0.8005602707732651,45620.42366110734,-0.12583494420890995,7519.62785610576,-41553.0,0.95,31389.299701640273,20278.44257342919,0.7203294332009579,11894.277331130947,0.8539232804399925,,,,,,69478.63682058714,0.1238065992887196,58305.1231040813,-1.0433161255038224,252691.694349218,0.5670356881472886,212379.05272694165,-5.316353106182077,False,Hou-Dom,0.14782331991856332,Forecaster,True
xgboost_tune_mv,xgboost,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'n_estimators': 250, 'scale_pos_weight': 5, 'learning_rate': 0.2, 'gamma': 5, 'subsample': 0.9}",minmax,249,True,False,True,1,4,89543.03106280725,1.0470702175868065,64369.75927734375,-1.780001130245605,-106357.0078125,-41553.0,0.95,1.2714577691478006,0.8860199062385716,7.353875086664978e-05,0.6626687679650649,0.999999999721132,36,mae,63619.38794377644,,,79679.52506124106,0.1295050890654683,61564.03173828125,-1.6873637709064293,2.9335784729549266,6.637529828986406e-06,2.1422644561191775,0.9999999991487054,False,Hou-Dom,0.2034277554592671,MVForecaster,True
xgboost_cv_mv,xgboost,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']","{'n_estimators': 150, 'scale_pos_weight': 5, 'learning_rate': 0.1, 'gamma': 0, 'subsample': 0.9}",minmax,249,True,True,True,1,4,89414.00573888615,1.078403081301611,65317.072998046875,-1.771995323028145,-106159.3828125,-41553.0,0.95,792.6720609653509,473.02794148047855,0.043987086146756386,345.8712823256007,0.9999205149589346,,mae,83691.22696234459,,,81424.30163624739,0.13004938678702277,61530.315673828125,-1.8063450580150247,1546.2865179649887,0.00373327427723872,1247.6541385290757,0.9997634818876261,False,Hou-Dom,0.16853477653266696,MVForecaster,True
xgboost_cv_uv,xgboost,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']","{'n_estimators': 150, 'scale_pos_weight': 10, 'learning_rate': 0.2, 'gamma': 0, 'subsample': 0.8}",minmax,248,True,True,True,1,4,54823.56378658091,0.8270406525931092,44922.244064331055,-0.042115646265350914,23856.689453125,-41553.0,0.95,94.58526154690837,48.430266542201096,0.003235016442261446,37.45143645664431,0.9999991668071557,,rmse,54791.413694237504,,,87249.72536369672,0.13795436836569183,62923.01742553711,-2.2222640180248088,173.28636687160162,0.0003685288105811962,136.76983181935435,0.9999970296114753,False,Hou-Dom,0.25899422259603544,Forecaster,True
knn_tune_uv,knn,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos', 'AR1', 'AR6', 'AR12', 'AR18', 'AR24', 'AR36']",{'n_neighbors': 7},minmax,248,True,False,True,1,4,74643.88746701751,1.0079281812489984,58037.67857142857,-0.9318343712441064,30754.571428571428,-41553.0,0.95,59735.50669200525,34789.260706750254,0.9467665905645289,18264.98180592992,0.5700655829814716,36,rmse,70270.18438464364,,,98692.63449568559,0.17263917432433987,80711.1785714286,-3.122896844466867,150171.88816551634,0.4161910315234859,120995.64016172494,-1.2308057147293625,False,Hou-Dom,0.13125408486669296,Forecaster,True
mlr_cv_mv,mlr,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']",{},,249,True,True,True,1,4,82436.59874334003,1.10457516946602,63699.019094516945,-1.3562508251768555,-52974.00619085973,-41553.0,0.95,35472.757940818505,30992.093885920694,1.2111203064748293,18935.677432784192,0.6587963636857691,,mae,94220.70706534125,,,117713.12784120708,0.2092661506144628,98605.15055923056,-4.865199435768254,69612.61227577958,0.1954815888133381,52677.42240643907,0.5206416151232234,False,Hou-Dom,0.09803100613579963,MVForecaster,True
mlr_tune_mv,mlr,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']",{},scale,249,True,False,True,1,4,82436.59874304116,1.1045751694099364,63699.01909232121,-1.3562508251597714,-52974.0061846337,-41553.0,0.95,42486.79247158337,30992.093885920694,1.2111203064749876,18935.677432548135,0.658796363685769,36,mae,68168.21805955985,,,117713.12785816073,0.2092661506519894,98605.15057759895,-4.865199437457726,69612.61226267589,0.19548158877747743,52677.422388982865,0.5206416153036897,False,Hou-Dom,0.09803100613558444,MVForecaster,True
mlr_cv_mv,mlr,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']",{},,249,True,True,True,1,4,181102.96484290803,0.8227528048217715,149768.29258657992,-0.10649963692120412,-70093.94827176792,-118690.0,0.95,97862.92947182692,74256.66343651107,0.866358399537463,45131.13196183597,0.7191026643048947,,mae,94220.70706534125,,,141948.3375278964,0.06562814157175374,93737.2949897609,-0.7003373636743055,190332.91896038761,0.1841361525264117,121196.48218090419,0.3671169048353654,True,IAH-DOM,0.10383520049228516,MVForecaster,True
mlr_tune_mv,mlr,"['Anomaly_2020-04-01', 'cp2', 'monthsin', 'monthcos']",{},scale,249,True,False,True,1,4,181102.96484233937,0.822752804820019,149768.2925862438,-0.10649963691425524,-70093.94827504098,-118690.0,0.95,106500.46404706303,74256.66343651107,0.866358399496383,45131.13195980741,0.7191026643048947,36.0,mae,68168.21805955985,,,141948.33752745934,0.06562814157444335,93737.29499312659,-0.7003373636638355,190332.91898305903,0.1841361525595332,121196.48219682778,0.36711690468459435,False,IAH-DOM,0.10383520048737141,MVForecaster,True
